Date,Open,High,Low,Close,Volume
2019-06-20,45.029998779296875,45.290000915527344,43.5099983215332,43.86000061035156,9567400
2019-06-21,43.849998474121094,44.13999938964844,43.380001068115234,44.0,4974000
2019-06-24,44.0,44.06999969482422,42.81999969482422,43.09000015258789,5985100
2019-06-25,43.279998779296875,43.790000915527344,42.44300079345703,43.09000015258789,5753300
2019-06-26,43.25,43.400001525878906,42.36000061035156,42.5,8109100
2019-06-27,43.349998474121094,45.29999923706055,43.20000076293945,45.130001068115234,20155100
2019-06-28,45.099998474121094,47.08000183105469,45.08000183105469,46.380001068115234,28657000
2019-07-01,46.97999954223633,47.040000915527344,44.060001373291016,44.27000045776367,17740000
2019-07-02,44.54999923706055,44.68000030517578,43.75,44.0,11881300
2019-07-03,44.0,44.459999084472656,43.790000915527344,44.22999954223633,3380000
2019-07-05,44.310001373291016,44.54999923706055,43.0099983215332,43.529998779296875,8239500
2019-07-08,43.59000015258789,43.849998474121094,42.75,42.95000076293945,9304100
2019-07-09,43.18000030517578,44.22999954223633,42.97999954223633,44.20000076293945,5251600
2019-07-10,44.47999954223633,44.79999923706055,43.560001373291016,43.70000076293945,9746500
2019-07-11,44.099998474121094,44.290000915527344,43.310001373291016,43.9900016784668,8050900
2019-07-12,44.15999984741211,44.2400016784668,43.38999938964844,43.9900016784668,8760500
2019-07-15,44.20000076293945,44.70000076293945,43.970001220703125,44.529998779296875,5811200
2019-07-16,44.599998474121094,44.97999954223633,44.02000045776367,44.130001068115234,5613300
2019-07-17,44.060001373291016,44.349998474121094,43.52000045776367,43.619998931884766,5854100
2019-07-18,43.5,43.849998474121094,43.189998626708984,43.709999084472656,4123600
2019-07-19,43.900001525878906,44.08599853515625,43.15999984741211,43.18000030517578,4021000
2019-07-22,43.25,43.720001220703125,43.0099983215332,43.689998626708984,3815300
2019-07-23,43.75,44.310001373291016,43.11000061035156,43.36000061035156,5110100
2019-07-24,43.36000061035156,43.869998931884766,43.36000061035156,43.7599983215332,3775700
2019-07-25,43.720001220703125,43.959999084472656,43.209999084472656,43.400001525878906,4412000
2019-07-26,43.41999816894531,44.959999084472656,43.38999938964844,44.52000045776367,7598800
2019-07-29,45.0,45.62699890136719,43.119998931884766,43.880001068115234,8652200
2019-07-30,43.709999084472656,43.7400016784668,42.4900016784668,42.59000015258789,7686300
2019-07-31,42.599998474121094,42.97999954223633,41.84000015258789,42.13999938964844,5970800
2019-08-01,42.13999938964844,42.5359992980957,41.0,41.310001373291016,7349700
2019-08-02,41.029998779296875,41.060001373291016,39.95000076293945,40.400001525878906,8225700
2019-08-05,39.349998474121094,39.41999816894531,38.43299865722656,39.04999923706055,9799300
2019-08-06,39.68000030517578,40.80799865722656,38.36000061035156,39.150001525878906,8570300
2019-08-07,39.060001373291016,39.9900016784668,38.31999969482422,39.70000076293945,8896000
2019-08-08,41.97999954223633,43.0,41.25,42.970001220703125,29610500
2019-08-09,39.560001373291016,40.68000030517578,38.709999084472656,40.04999923706055,35138800
2019-08-12,39.83000183105469,39.95000076293945,37.0,37.0,21231300
2019-08-13,37.0,37.459999084472656,36.119998931884766,36.45000076293945,18990600
2019-08-14,36.0,36.29999923706055,33.36000061035156,33.959999084472656,24481600
2019-08-15,34.52000045776367,34.54999923706055,32.91999816894531,33.220001220703125,13265800
2019-08-16,33.459999084472656,35.47999954223633,33.400001525878906,35.22999954223633,13883200
2019-08-19,35.529998779296875,35.79999923706055,34.369998931884766,34.61000061035156,10853100
2019-08-20,34.47999954223633,36.06999969482422,34.38999938964844,35.290000915527344,10760700
2019-08-21,35.5,35.83000183105469,34.75,34.90999984741211,7923000
2019-08-22,34.79999923706055,34.90999984741211,33.52000045776367,34.0,8513300
2019-08-23,33.650001525878906,34.22999954223633,33.119998931884766,33.43000030517578,8160600
2019-08-26,33.66999816894531,33.83000183105469,33.060001373291016,33.310001373291016,5662500
2019-08-27,33.689998626708984,34.2400016784668,32.97999954223633,33.11000061035156,6574800
2019-08-28,32.560001373291016,33.04999923706055,32.2599983215332,32.59000015258789,6245500
2019-08-29,32.900001525878906,33.29999923706055,32.599998474121094,32.7599983215332,5772200
2019-08-30,33.0,33.130001068115234,32.040000915527344,32.56999969482422,6628700
2019-09-03,32.099998474121094,32.529998779296875,30.665000915527344,30.700000762939453,12154000
2019-09-04,30.90999984741211,32.36000061035156,30.850000381469727,31.989999771118164,10357600
2019-09-05,32.33000183105469,33.029998779296875,32.25,32.5099983215332,7933300
2019-09-06,32.709999084472656,32.7400016784668,31.40999984741211,31.860000610351562,7036000
2019-09-09,32.04999923706055,32.38999938964844,31.459999084472656,32.2400016784668,7448400
2019-09-10,32.0,33.7400016784668,31.649999618530273,33.5099983215332,10817100
2019-09-11,33.380001068115234,35.13999938964844,33.02000045776367,34.0,14715800
2019-09-12,34.13999938964844,34.486000061035156,33.33000183105469,34.06999969482422,7734800
2019-09-13,34.25,34.435001373291016,32.939998626708984,33.25,9428600
2019-09-16,33.599998474121094,34.79999923706055,33.470001220703125,34.43000030517578,7942600
2019-09-17,34.75,34.75,33.54999923706055,34.290000915527344,5561300
2019-09-18,34.349998474121094,34.88999938964844,33.75,34.2599983215332,6608300
2019-09-19,34.20000076293945,34.63999938964844,33.68000030517578,33.81999969482422,6869600
2019-09-20,33.97999954223633,34.21699905395508,32.5,32.599998474121094,11935400
2019-09-23,32.52000045776367,33.0099983215332,32.060001373291016,33.0,5513000
2019-09-24,33.0,33.14500045776367,31.010000228881836,31.299999237060547,10579900
2019-09-25,31.270000457763672,31.719999313354492,30.760000228881836,31.68000030517578,7875000
2019-09-26,31.719999313354492,32.130001068115234,31.1299991607666,31.56999969482422,6058700
2019-09-27,31.709999084472656,31.899999618530273,30.1299991607666,30.290000915527344,11846700
2019-09-30,30.399999618530273,30.735000610351562,30.170000076293945,30.469999313354492,4986600
2019-10-01,30.3700008392334,30.510000228881836,28.649999618530273,29.149999618530273,13380200
2019-10-02,28.670000076293945,29.549999237060547,28.309999465942383,29.0,8782400
2019-10-03,28.969999313354492,29.8799991607666,28.520000457763672,29.719999313354492,9412000
2019-10-04,29.899999618530273,30.18000030517578,28.899999618530273,29.670000076293945,8597700
2019-10-07,30.600000381469727,30.75,29.829999923706055,30.3700008392334,10083800
2019-10-07,30.600000381469727,30.75,29.829999923706055,30.3700008392334,10083800
2019-10-08,30.010000228881836,30.149999618530273,29.170000076293945,29.280000686645508,7769100
2019-10-09,29.6200008392334,29.6200008392334,28.809999465942383,29.06999969482422,7112900
2019-10-10,29.209999084472656,29.280000686645508,28.579999923706055,28.8700008392334,7716300
2019-10-11,28.950000762939453,30.399999618530273,28.940000534057617,30.1299991607666,10216900
2019-10-14,30.219999313354492,31.540000915527344,29.819000244140625,31.1200008392334,7945400
2019-10-15,31.200000762939453,32.16999816894531,31.19499969482422,32.0,7843800
2019-10-16,31.799999237060547,32.380001068115234,31.437999725341797,31.8700008392334,7781600
2019-10-17,31.799999237060547,32.93000030517578,31.450000762939453,32.619998931884766,7200800
2019-10-18,32.54999923706055,32.65999984741211,31.270000457763672,32.060001373291016,7844500
2019-10-21,31.950000762939453,32.28300094604492,31.184999465942383,31.40999984741211,7203400
2019-10-22,31.40999984741211,33.88999938964844,30.219999313354492,32.529998779296875,19214800
2019-10-23,32.869998931884766,33.27000045776367,32.16999816894531,33.04999923706055,6709800
2019-10-24,33.0,33.41999816894531,32.5099983215332,33.279998779296875,6729300
2019-10-25,33.20000076293945,33.47999954223633,32.61000061035156,32.709999084472656,8077300
2019-10-28,32.900001525878906,33.35499954223633,32.5,33.220001220703125,7532800
2019-10-29,32.369998931884766,32.91999816894531,31.815000534057617,32.41999816894531,9319200
2019-10-30,32.5099983215332,33.79999923706055,32.11000061035156,33.75,10732700
2019-10-31,33.22999954223633,33.36000061035156,31.260000228881836,31.5,15912400
2019-11-01,31.450000762939453,31.700000762939453,30.740999221801758,31.3700008392334,10434300
2019-11-04,31.450000762939453,31.75,30.1200008392334,31.079999923706055,28787400
2019-11-05,29.1299991607666,29.299999237060547,27.969999313354492,28.020000457763672,51963500
2019-11-06,26.059999465942383,27.549999237060547,25.579999923706055,26.940000534057617,130965700
2019-11-07,26.799999237060547,27.420000076293945,26.450000762939453,27.3799991607666,65861400
2019-11-08,27.479999542236328,27.6200008392334,26.915000915527344,27.010000228881836,44923600
2019-11-11,27.030000686645508,27.209999084472656,26.229999542236328,27.139999389648438,41138100
2019-11-12,27.3799991607666,27.65999984741211,26.65999984741211,26.700000762939453,37095400
2019-11-13,26.469999313354492,26.81999969482422,26.139999389648438,26.709999084472656,32678300
2019-11-14,26.799999237060547,26.860000610351562,25.665000915527344,25.989999771118164,27893900
2019-11-15,26.18000030517578,26.799999237060547,25.954999923706055,26.790000915527344,41236200
