Date,Open,High,Low,Close,Volume
2012-07-18,136.0399932861328,137.63999938964844,135.9600067138672,137.3699951171875,113349700.0
2012-07-19,137.64999389648438,138.17999267578125,137.2100067138672,137.72999572753906,129847300.0
2012-07-20,136.9499969482422,137.16000366210938,136.32000732421875,136.47000122070312,142904500.0
2012-07-23,134.47000122070312,136.3800048828125,133.83999633789062,135.08999633789062,145210900.0
2012-07-24,135.19000244140625,135.25,133.02999877929688,133.92999267578125,173301200.0
2012-07-25,134.2100067138672,134.55999755859375,133.25,133.9600067138672,129122300.0
2012-07-26,135.88999938964844,136.4600067138672,135.25999450683594,136.1699981689453,156526500.0
2012-07-27,136.88999938964844,139.07000732421875,136.13999938964844,138.67999267578125,236768900.0
2012-07-30,138.52000427246094,139.33999633789062,138.27000427246094,138.67999267578125,106782000.0
2012-07-31,138.49000549316406,138.8699951171875,137.7100067138672,137.7100067138672,120575900.0
2012-08-01,138.6999969482422,138.72999572753906,137.39999389648438,137.58999633789062,138293800.0
2012-08-02,136.5500030517578,137.57000732421875,135.5800018310547,136.63999938964844,199556600.0
2012-08-03,138.55999755859375,139.63999938964844,136.67999267578125,139.35000610351562,157825000.0
2012-08-06,139.72000122070312,140.1699981689453,139.55999755859375,139.6199951171875,86326200.0
2012-08-07,140.17999267578125,140.9199981689453,140.02999877929688,140.32000732421875,109545100.0
2012-08-08,139.85000610351562,140.64999389648438,139.80999755859375,140.49000549316406,89754700.0
2012-08-09,140.2899932861328,140.88999938964844,140.14999389648438,140.61000061035156,90291700.0
2012-08-10,140.0399932861328,140.88999938964844,139.80999755859375,140.83999633789062,99792700.0
2012-08-13,140.60000610351562,140.83999633789062,140.0399932861328,140.77000427246094,79426900.0
2012-08-14,141.2899932861328,141.3800048828125,140.3699951171875,140.7899932861328,102379400.0
2012-08-15,140.63999938964844,141.19000244140625,140.5500030517578,140.9499969482422,71085900.0
2012-08-16,141.14999389648438,142.16000366210938,140.8000030517578,141.99000549316406,112014200.0
2012-08-17,142.22999572753906,142.3000030517578,141.86000061035156,142.17999267578125,90813700.0
2012-08-20,141.97999572753906,142.22000122070312,141.58999633789062,142.19000244140625,78255700.0
2012-08-21,142.5399932861328,143.08999633789062,141.4499969482422,141.75999450683594,105581100.0
2012-08-22,141.39999389648438,142.0500030517578,141.07000732421875,141.82000732421875,133243500.0
2012-08-23,141.47000122070312,141.47999572753906,140.44000244140625,140.66000366210938,111466400.0
2012-08-24,140.30999755859375,141.8300018310547,140.22000122070312,141.50999450683594,99481200.0
